what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.scroll.lineDown",1294785287751
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1294785290353
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1294785648540
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.ContentOutline",1294785816493
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1294785824133
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1294785960575
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1294786123208
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.ContentOutline",1294786124456
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1294786137981
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1294786154475
no handler,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.findReplace",1294786154744
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1294786156507
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.findReplace",1294786156970
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1294786156984
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1294786164035
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1294786198858
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1294786199400
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1294786199645
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1294786215653
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1294786257596
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1294786278805
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.findReplace",1294786279181
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1294786279196
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1294786279265
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.findReplace",1294786281196
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1294786281212
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1294786283339
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1294786294131
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1294786295100
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1294786295642
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1294786295653
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1294786297456
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1294786306481
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1294786311008
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1294786317191
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.smartEnter",1294786328274
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1294786335133
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1294786337038
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1294786337243
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1294786347683
