what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.wordPrevious",1294788661112
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.wordPrevious",1294788661278
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.wordPrevious",1294788661524
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.wordPrevious",1294788661795
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1294788662852
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1294788663379
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1294788664340
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1294788664496
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1294788835587
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.findReplace",1294788836781
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1294788836794
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1294788839491
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.ContentOutline",1294788841005
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1294788848209
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.ContentOutline",1294788850490
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1294788852799
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.ContentOutline",1294788863337
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1294788868438
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1294788886076
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1294788898749
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1294788917335
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1294788954616
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1294788956110
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1294788956192
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1294788956202
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1294788958775
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1294788968340
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1294788971186
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1294788971422
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1294788973887
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1294788975323
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1294788980380
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1294788981252
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1294788985960
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1294788987982
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1294788988163
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1294788989461
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1294788989493
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1294788991209
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1294788991222
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1294788991229
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1294788991237
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.textStart",1294788991914
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1294788994026
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1294789052643
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1294789053494
activated,view,org.eclipse.search,3.5.1.r351_v20090708-0800,"org.eclipse.search.ui.views.SearchView",1294789060201
executed,command,org.eclipse.search,3.5.1.r351_v20090708-0800,"org.eclipse.search.ui.openSearchDialog",1294789060292
error,log,,,"Problems encountered during text search.",1294789060296
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1294789060307
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1294789060672
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1294789065838
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1294789066931
